% Model,Trumpet6.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 8 2023, 17:46"
% Dimension,1
% Nodes,256
% Expressions,1
% Description,Global
% freq (Hz),|Z_in Tube_Bell|
419.80392156862746,17.417409334400514
424.3137254901961,11.269524822520498
428.8235294117647,14.495666853870844
433.3333333333333,18.467264216894897
437.84313725490193,20.563371920221
442.3529411764706,22.039568591071887
446.8627450980392,23.217699688729653
451.37254901960785,24.232735633398526
455.88235294117646,25.15749043024354
460.3921568627451,26.0396494005186
464.9019607843137,26.917024759660304
469.4117647058824,27.82640394912308
473.921568627451,28.811804323388735
478.4313725490196,29.93720647091775
482.94117647058823,31.315044238482237
487.45098039215685,33.193420236808116
491.96078431372547,36.380755571574845
496.4705882352941,47.76161706559733
500.98039215686276,35.85190403388909
505.4901960784314,32.920907355905626
510,31.123966614887948
514.5098039215686,29.78336213007863
519.0196078431372,28.676889325170762
523.5294117647059,27.700459860878208
528.0392156862745,26.79328754766742
532.5490196078431,25.91239944487684
537.0588235294117,25.02072191804602
541.5686274509803,24.07878676302282
546.078431372549,23.03502167047899
550.5882352941176,21.8077797622484
555.0980392156863,20.239026835813906
559.6078431372549,17.92494987835304
564.1176470588235,12.967004118490259
568.6274509803922,13.558607542907684
573.1372549019608,18.132524291328377
577.6470588235294,20.371964326946603
582.156862745098,21.91210299531372
586.6666666666666,23.126699950488184
591.1764705882352,24.165824338493053
595.6862745098039,25.108399828088945
600.1960784313726,26.00520957285739
604.7058823529412,26.896034130064585
609.2156862745098,27.81932904081506
613.7254901960785,28.82109915852595
618.2352941176471,29.968568767534656
622.7450980392157,31.38104542211628
627.2549019607843,33.32569651441349
631.7647058823529,36.6867640240768
636.2745098039215,41.95713243633839
640.7843137254902,35.2983227209708
645.2941176470588,32.59336028280869
649.8039215686274,30.865364208267124
654.313725490196,29.55266525331355
658.8235294117648,28.455918827736628
663.3333333333334,27.47798371956317
667.843137254902,26.560162803208325
672.3529411764706,25.65925200328916
676.8627450980392,24.736073397575943
681.3725490196078,23.74658469687166
685.8823529411765,22.630230110109032
690.3921568627451,21.28704955682108
694.9019607843137,19.51948482830822
699.4117647058823,16.874757782958575
703.9215686274509,14.023271360653792
708.4313725490196,17.120162596459874
712.9411764705882,19.669981634580303
717.4509803921569,21.390197508247443
721.9607843137255,22.70623667793371
726.4705882352941,23.803841148502652
730.9803921568628,24.777596747471378
735.4901960784314,25.684434108594502
740,26.56446722154754
744.5098039215686,27.450751976142463
749.0196078431372,28.374736833318327
753.5294117647059,29.369173192756797
758.0392156862745,30.46568781684671
762.5490196078431,31.66960790000488
767.0588235294117,32.84339110511149
771.5686274509803,33.446957099976785
776.0784313725491,32.96176923502201
780.5882352941177,31.88135219428757
785.0980392156863,30.764312362259613
789.6078431372549,29.76091883769837
794.1176470588235,28.871637702878225
798.6274509803922,28.069904852049632
803.1372549019608,27.329760790559003
807.6470588235294,26.629968726961142
812.156862745098,25.95350156934915
816.6666666666666,25.286500269988593
821.1764705882352,24.6176254978368
825.6862745098039,23.93824923118226
830.1960784313726,23.244294542062516
834.7058823529412,22.541539406079004
839.2156862745098,21.857696290013887
843.7254901960785,21.26335266711201
848.2352941176471,20.886042347705267
852.7450980392157,20.861241152246926
857.2549019607843,21.211451068971616
861.7647058823529,21.820834341244108
866.2745098039215,22.550164489337334
870.7843137254902,23.31300560107927
875.2941176470588,24.072561157870144
879.8039215686274,24.819524537287883
884.313725490196,25.557366561243793
888.8235294117648,26.29540152302912
893.3333333333334,27.046018030875345
897.843137254902,27.823669358387363
902.3529411764706,28.644025956632095
906.8627450980392,29.5210149957302
911.3725490196078,30.45559068588269
915.8823529411765,31.39883233061751
920.3921568627451,32.16366198993258
924.9019607843137,32.388837400409635
929.4117647058823,31.910722473639595
933.9215686274509,31.02733295284175
938.4313725490196,30.0526814010193
942.9411764705882,29.110956219687797
947.4509803921569,28.224748925606225
951.9607843137255,27.38398763702007
956.4705882352941,26.570333995275593
960.9803921568628,25.76377987967096
965.4901960784314,24.943687828696326
970,24.0884336081103
974.5098039215686,23.175818381445605
979.0196078431372,22.18846277611332
983.5294117647059,21.138470630819786
988.0392156862745,20.151978819223846
992.5490196078431,19.613951956296518
997.0588235294117,19.918293312949004
1001.5686274509803,20.820825290534994
1006.0784313725491,21.86997433393796
1010.5882352941177,22.876189883768994
1015.0980392156863,23.807076486580684
1019.6078431372549,24.675803530448906
1024.1176470588234,25.504514732918384
1028.627450980392,26.31558548676688
1033.1372549019607,27.13040649011525
1037.6470588235293,27.969669646486473
1042.156862745098,28.852633365163122
1046.6666666666665,29.79151919190067
1051.1764705882351,30.76988709948798
1055.6862745098038,31.67858841051739
1060.1960784313726,32.21856918838942
1064.7058823529412,32.06027547267769
1069.2156862745098,31.321864357519313
1073.7254901960785,30.374925641377683
1078.235294117647,29.426484132793917
1082.7450980392157,28.532876843025686
1087.2549019607843,27.694120234300325
1091.764705882353,26.89513040083467
1096.2745098039215,26.1183725802835
1100.7843137254902,25.347332924397456
1105.2941176470588,24.567984266995335
1109.8039215686274,23.77148943350894
1114.313725490196,22.961699293074652
1118.8235294117646,22.173600316328915
1123.3333333333333,21.506988186380394
1127.8431372549019,21.142223237374886
1132.3529411764705,21.23245967349929
1136.862745098039,21.728069280863714
1141.3725490196077,22.438625045773286
1145.8823529411764,23.212862549631296
1150.3921568627452,23.98080706383076
1154.9019607843138,24.72072216939467
1159.4117647058824,25.43099064595271
1163.921568627451,26.11648834626441
1168.4313725490197,26.78249503123322
1172.9411764705883,27.431132899157987
1177.450980392157,28.05770262286137
1181.9607843137255,28.64553071795089
1186.4705882352941,29.159636871239258
1190.9803921568628,29.544089158229706
1195.4901960784314,29.73464835499385
1200,29.692563451907027
