% Model,Trumpet5.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 2 2023, 11:10"
% Table,Table 1 - Line Integration 1
% freq (Hz),20*log10(acpr.p_t_rms)/20*log10(acpr.v_rms),20*log10(acpr2.p_t_rms)/20*log10(acpr2.v_rms),20*log10(acpr3.p_t_rms)/20*log10(acpr3.v_rms),20*log10(acpr4.p_t_rms)/20*log10(acpr4.v_rms)
1159.4117647058824,3.452446308530605E-5,3.8158186682472144E-5,1.0231546212102896E-4,1.031424197832725E-4
1163.921568627451,3.579149778432024E-5,3.7233647390769764E-5,1.022422300063588E-4,1.030078415050409E-4
1168.4313725490197,3.718518838176691E-5,3.625767236888229E-5,1.0216938055309346E-4,1.0287916642364578E-4
1172.9411764705883,3.882851115173386E-5,3.529256933011644E-5,1.0209690493334823E-4,1.0275499948391146E-4
1177.450980392157,4.096776820920021E-5,3.435575559479885E-5,1.0202479438732004E-4,1.0263416723063528E-4
1181.9607843137255,4.429880143019968E-5,3.344878142838979E-5,1.0195304021509263E-4,1.0251570430604452E-4
1186.4705882352941,5.389733439214175E-5,3.2572168615103893E-5,1.0188163376808503E-4,1.0239884295708527E-4
1190.9803921568628,4.646136846037686E-5,3.173496432057634E-5,1.0181056644020525E-4,1.0228303372766627E-4
1195.4901960784314,4.206741798985516E-5,3.096415437659403E-5,1.0173982965877711E-4,1.0216802457055334E-4
1200,3.959296657229306E-5,3.031388150766655E-5,1.0166941487504204E-4,1.0205404022094295E-4
