% Model,Trumpet6.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 8 2023, 17:46"
% Dimension,1
% Nodes,256
% Expressions,1
% Description,Global
% freq (Hz),|Z_in Trumpet|
50,33.68195247419908
54.509803921568626,34.56270483977928
59.01960784313725,35.61420632806535
63.529411764705884,36.99835784937032
68.0392156862745,39.152713670344596
72.54901960784314,44.435484869373234
77.05882352941177,41.985094020876474
81.56862745098039,37.28310374059943
86.07843137254902,34.50061144114506
90.58823529411765,32.13864202277569
95.09803921568627,29.66128200798298
99.6078431372549,26.356758918185793
104.11764705882354,17.62925352012723
108.62745098039215,23.899530310965
113.13725490196079,27.020940362175825
117.6470588235294,28.643367230753242
122.15686274509804,29.72819542116866
126.66666666666667,30.542145971555566
131.1764705882353,31.196529415428063
135.68627450980392,31.748006324209044
140.19607843137254,32.229216163343814
144.70588235294116,32.66069967397093
149.2156862745098,33.05633035854761
153.72549019607843,33.426086806727206
158.23529411764707,33.77760565765619
162.7450980392157,34.11713325015176
167.2549019607843,34.450173613903885
171.76470588235293,34.781996265330996
176.27450980392157,35.1181136374461
180.7843137254902,35.46482906225587
185.2941176470588,35.82998713017816
189.80392156862746,36.22415043499952
194.31372549019608,36.66265108640074
198.8235294117647,37.16953088284997
203.33333333333334,37.78596893259256
207.84313725490196,38.591013782809185
212.35294117647058,39.76434131869411
216.86274509803923,41.86073539421879
221.37254901960785,49.553337707024035
225.88235294117646,41.550989626431694
230.39215686274508,36.66647528318255
234.90196078431373,32.31157137274894
239.41176470588235,23.42030393394248
243.92156862745097,28.538626227524713
248.4313725490196,31.413614848605945
252.94117647058823,32.81085646264461
257.45098039215685,33.70927084511208
261.9607843137255,34.36813908870433
266.47058823529414,34.891711820475365
270.98039215686276,35.331313991459254
275.4901960784314,35.715619711127154
280,36.06216463127084
284.5098039215686,36.382470628438256
289.01960784313724,36.68459876731121
293.52941176470586,36.974539449965846
298.0392156862745,37.257032144966324
302.54901960784315,37.53609115792071
307.05882352941177,37.81537992780696
311.5686274509804,38.098517006912964
316.078431372549,38.3893726756838
320.5882352941176,38.69241187556025
325.0980392156863,39.013154977274894
329.6078431372549,39.35887178855965
334.11764705882354,39.739723720406
338.62745098039215,40.17079803258972
343.1372549019608,40.67604706243883
347.6470588235294,41.296733191485586
352.156862745098,42.1121987226672
356.6666666666667,43.302655037383325
361.1764705882353,45.42325947402166
365.6862745098039,53.11759226196533
370.19607843137254,45.22183171060857
374.70588235294116,40.428506683308356
379.2156862745098,36.285290223029236
383.72549019607845,29.051923475692778
388.2352941176471,31.448493446478714
392.7450980392157,34.778458610977
397.2549019607843,36.33459953399607
401.7647058823529,37.338500400080854
406.27450980392155,38.08751594900262
410.78431372549016,38.6978770862259
415.29411764705884,39.22627422467774
419.80392156862746,39.704530113642186
424.3137254901961,40.152525398803775
428.8235294117647,40.58391230925246
433.3333333333333,41.00899016213583
437.84313725490193,41.43634009842191
442.3529411764706,41.87389907174108
446.8627450980392,42.32981541775607
451.37254901960785,42.81331001527609
455.88235294117646,43.335761998142786
460.3921568627451,43.912339648077236
464.9019607843137,44.56478874887025
469.4117647058824,45.326759311713836
473.921568627451,46.25527952596742
478.4313725490196,47.45968368783593
482.94117647058823,49.194441790548325
487.45098039215685,52.331886521090496
491.96078431372547,60.992605185574966
496.4705882352941,50.939079699615995
500.98039215686276,47.87524329111029
505.4901960784314,45.8320459782431
510,44.14908802215811
514.5098039215686,42.56022008133953
519.0196078431372,40.85633891276317
523.5294117647059,38.7134455457053
528.0392156862745,35.11921191710148
532.5490196078431,28.96469936996297
537.0588235294117,36.89690039504589
541.5686274509803,39.77263396393114
546.078431372549,41.7698376177863
550.5882352941176,43.48777561890063
555.0980392156863,45.18669016853313
559.6078431372549,47.0939644069737
564.1176470588235,49.60969567577816
568.6274509803922,54.26606909086851
573.1372549019608,55.913089390118145
577.6470588235294,50.877226315420295
582.156862745098,48.75560656004349
586.6666666666666,47.41896473782364
591.1764705882352,46.4477195683504
595.6862745098039,45.68525547460224
600.1960784313726,45.05613239749434
604.7058823529412,44.51824322213728
609.2156862745098,44.04560057914801
613.7254901960785,43.620869623722484
618.2352941176471,43.23167376136554
622.7450980392157,42.8685589415382
627.2549019607843,42.52374195803598
631.7647058823529,42.19022455282868
636.2745098039215,41.861028985307904
640.7843137254902,41.528354073679864
645.2941176470588,41.182393509180415
649.8039215686274,40.809344818919456
654.313725490196,40.38754553340964
658.8235294117648,39.878937963837814
663.3333333333334,39.207172218273804
667.843137254902,38.18877236077323
672.3529411764706,36.24648253306076
676.8627450980392,33.78850640959611
681.3725490196078,40.835891054589155
685.8823529411765,47.70038009611693
690.3921568627451,46.03596440797985
694.9019607843137,44.082416823224705
699.4117647058823,43.08041566447466
703.9215686274509,42.446931894892394
708.4313725490196,41.99299872462134
712.9411764705882,41.640678388667844
717.4509803921569,41.35186368721933
721.9607843137255,41.105621030485615
726.4705882352941,40.88942988347314
730.9803921568628,40.69529262677895
735.4901960784314,40.51782052369732
740,40.353214137354236
744.5098039215686,40.19868443186108
749.0196078431372,40.05210619285635
753.5294117647059,39.91180084521835
758.0392156862745,39.77639464032672
762.5490196078431,39.64472235343284
767.0588235294117,39.515759367782714
771.5686274509803,39.38857249783425
776.0784313725491,39.262285592198054
780.5882352941177,39.13606271095237
785.0980392156863,39.009123211767964
789.6078431372549,38.88082610865892
794.1176470588235,38.75090958004608
798.6274509803922,38.62007555905359
803.1372549019608,38.49132639766776
807.6470588235294,38.37285094210004
812.156862745098,38.28358741799272
816.6666666666666,38.260868753572204
821.1764705882352,38.35895772982945
825.6862745098039,38.60743577209405
830.1960784313726,38.935433032119604
834.7058823529412,39.19519968163329
839.2156862745098,39.305689409720955
843.7254901960785,39.291967119300494
848.2352941176471,39.210252867651356
852.7450980392157,39.10059601627444
857.2549019607843,38.983559789883124
861.7647058823529,38.86812400590598
866.2745098039215,38.75767225210046
870.7843137254902,38.65311152660952
875.2941176470588,38.55431659712734
879.8039215686274,38.46076891963716
884.313725490196,38.3718315547479
888.8235294117648,38.286862477157
893.3333333333334,38.20525628523852
897.843137254902,38.12645411814989
902.3529411764706,38.04993939587227
906.8627450980392,37.97522709348121
911.3725490196078,37.90184971565564
915.8823529411765,37.82934091833097
920.3921568627451,37.75721649764318
924.9019607843137,37.68495163680421
929.4117647058823,37.61195262941728
933.9215686274509,37.53752080494171
938.4313725490196,37.46080657771285
942.9411764705882,37.38075435869153
947.4509803921569,37.2960510825359
951.9607843137255,37.205134587840504
956.4705882352941,37.106470663123176
960.9803921568628,36.99984731817342
965.4901960784314,36.89133695890711
970,36.81042377592357
974.5098039215686,36.8527359733065
979.0196078431372,37.164864161012474
983.5294117647059,37.59652534703045
988.0392156862745,37.77953034447461
992.5490196078431,37.74604378803504
997.0588235294117,37.64391232302906
1001.5686274509803,37.53477576613768
1006.0784313725491,37.434113772336765
1010.5882352941177,37.34375158686232
1015.0980392156863,37.262312116476444
1019.6078431372549,37.18800731880499
1024.1176470588234,37.11928759125832
1028.627450980392,37.05492680539533
1033.1372549019607,36.993974024790155
1037.6470588235293,36.93568688045835
1042.156862745098,36.879474105601034
1046.6666666666665,36.82485089710657
1051.1764705882351,36.77140493585094
1055.6862745098038,36.71877006549962
1060.1960784313726,36.66660505358327
1064.7058823529412,36.61457552178446
1069.2156862745098,36.56233787814227
1073.7254901960785,36.50952514451625
1078.235294117647,36.45573663058649
1082.7450980392157,36.40053815889369
1087.2549019607843,36.34349130004014
1091.764705882353,36.28426000212349
1096.2745098039215,36.22291998868089
1100.7843137254902,36.160790602653
1105.2941176470588,36.10254872955086
1109.8039215686274,36.06097872556949
1114.313725490196,36.0638811885368
1118.8235294117646,36.147292030240834
1123.3333333333333,36.30046162977446
1127.8431372549019,36.43280123895387
1132.3529411764705,36.482774037200755
1136.862745098039,36.46822849717681
1141.3725490196077,36.42365228833339
1145.8823529411764,36.36925582146475
1150.3921568627452,36.31359752105783
1154.9019607843138,36.259707893328105
1159.4117647058824,36.208390597410826
1163.921568627451,36.15962504985509
1168.4313725490197,36.113120453816336
1172.9411764705883,36.068526903451364
1177.450980392157,36.02551173134822
1181.9607843137255,35.98378377134283
1186.4705882352941,35.94309836998154
1190.9803921568628,35.90325638705525
1195.4901960784314,35.86410275697284
1200,35.82552726177948
