% Model,Trumpet6.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 8 2023, 17:46"
% Dimension,1
% Nodes,256
% Expressions,1
% Description,Global
% freq (Hz),|Z_in MouthPiece|
906.8627450980392,37.79130537029311
911.3725490196078,37.74761814433171
915.8823529411765,37.704452030425
920.3921568627451,37.66179416733499
924.9019607843137,37.61963213755757
929.4117647058823,37.577953947784394
933.9215686274509,37.53674801048784
938.4313725490196,37.49600312659149
942.9411764705882,37.45570846916925
947.4509803921569,37.415853567963836
951.9607843137255,37.37642829474569
956.4705882352941,37.33742284938592
960.9803921568628,37.29882774655661
965.4901960784314,37.26063380308333
970,37.222832125737646
974.5098039215686,37.185414099629625
979.0196078431372,37.148371377004295
983.5294117647059,37.111695866438474
988.0392156862745,37.07537972252212
992.5490196078431,37.039415335844126
997.0588235294117,37.00379532340698
1001.5686274509803,36.96851251933451
1006.0784313725491,36.93355996597891
1010.5882352941177,36.89893090530649
1015.0980392156863,36.864618770631374
1019.6078431372549,36.8306171786366
1024.1176470588234,36.796919921721
1028.627450980392,36.76352096059501
1033.1372549019607,36.7304144172082
1037.6470588235293,36.69759456791834
1042.156862745098,36.665055836990064
1046.6666666666665,36.63279279031621
1051.1764705882351,36.60080012947728
1055.6862745098038,36.56907268607867
1060.1960784313726,36.537605416381034
1064.7058823529412,36.506393396251134
1069.2156862745098,36.47543181641548
1073.7254901960785,36.44471597807367
1078.235294117647,36.41424128880842
1082.7450980392157,36.384003258842775
1087.2549019607843,36.353997497618394
1091.764705882353,36.32421971068223
1096.2745098039215,36.29466569689244
1100.7843137254902,36.265331345839854
1105.2941176470588,36.236212635566744
1109.8039215686274,36.207305630444694
1114.313725490196,36.17860647923319
1118.8235294117646,36.150111413237354
1123.3333333333333,36.12181674453844
1127.8431372549019,36.09371886429943
1132.3529411764705,36.06581424099319
1136.862745098039,36.03809941867378
1141.3725490196077,36.01057101513503
1145.8823529411764,35.98322572001506
1150.3921568627452,35.9560602928235
1154.9019607843138,35.92907156084084
1159.4117647058824,35.90225641694041
1163.921568627451,35.87561181732613
1168.4313725490197,35.849134779156834
1172.9411764705883,35.82282237813112
1177.450980392157,35.796671745933864
1181.9607843137255,35.77068006769196
1186.4705882352941,35.7448445793179
1190.9803921568628,35.71916256483193
1195.4901960784314,35.69363135362938
1200,35.66824831772939
