% Model,Trumpet6.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 8 2023, 17:46"
% Dimension,1
% Nodes,256
% Expressions,1
% Description,Global
% freq (Hz),|Z_in MouthPiece|
50,28.28156999408201
54.509803921568626,28.66410260954586
59.01960784313725,29.017466883509687
63.529411764705884,29.346063868213257
68.0392156862745,29.653388973147162
72.54901960784314,29.942264928576453
77.05882352941177,30.215004373433835
81.56862745098039,30.473526133469157
86.07843137254902,30.719440169331527
90.58823529411765,30.954110809687784
95.09803921568627,31.178704608538684
99.6078431372549,31.39422710721068
104.11764705882354,31.601551452196336
108.62745098039215,31.801440943479385
113.13725490196079,31.99456699644547
117.6470588235294,32.18152359397661
122.15686274509804,32.362839022001474
126.66666666666667,32.53898548009009
131.1764705882353,32.71038701354196
135.68627450980392,32.87742610808403
140.19607843137254,33.040449209954275
144.70588235294116,33.19977137578104
149.2156862745098,33.35568021311267
153.72549019607843,33.5084392385087
158.23529411764707,33.65829075481853
162.7450980392157,33.80545832899079
167.2549019607843,33.95014893631265
171.76470588235293,34.092554824902514
176.27450980392157,34.23285514425806
180.7843137254902,34.371217374107545
185.2941176470588,34.50779858368592
189.80392156862746,34.64274654616598
194.31372549019608,34.7762007296794
198.8235294117647,34.908293181838786
203.33333333333334,35.03914932332589
207.84313725490196,35.168888662847614
212.35294117647058,35.29762544453405
216.86274509803923,35.4254692366644
221.37254901960785,35.55252547053209
225.88235294117646,35.678895935607486
230.39215686274508,35.80467923774663
234.90196078431373,35.929971225576246
239.41176470588235,36.05486538987135
243.92156862745097,36.17945324039924
248.4313725490196,36.30382466385416
252.94117647058823,36.42806826678901
257.45098039215685,36.55227170636918
261.9607843137255,36.67652201279386
266.47058823529414,36.80090590532568
270.98039215686276,36.92551010583887
275.4901960784314,37.05042165183913
280,37.17572821231754
284.5098039215686,37.301518408854655
289.01960784313724,37.427882145302455
293.52941176470586,37.554910948795175
298.0392156862745,37.6826983255522
302.54901960784315,37.81134013479953
307.05882352941177,37.94093498491541
311.5686274509804,38.07158465578061
316.078431372549,38.203394552165825
320.5882352941176,38.336474193590384
325.0980392156863,38.47093774625632
329.6078431372549,38.60690460444242
334.11764705882354,38.74450002888051
338.62745098039215,38.88385585120377
343.1372549019608,39.02511125553125
347.6470588235294,39.168413648688976
352.156862745098,39.3139196345066
356.6666666666667,39.461796108796776
361.1764705882353,39.61222149556403
365.6862745098039,39.76538714863875
370.19607843137254,39.921498948100414
374.70588235294116,40.080779126402675
379.2156862745098,40.24346836699236
383.72549019607845,40.4098282272121
388.2352941176471,40.580143949569745
392.7450980392157,40.75472773997241
397.2549019607843,40.93392261079424
401.7647058823529,41.11810691181951
406.27450980392155,41.30769970319335
410.78431372549016,41.50316716826937
415.29411764705884,41.70503031765469
419.80392156862746,41.913874312758146
424.3137254901961,42.13035983611444
428.8235294117647,42.35523707418756
433.3333333333333,42.589363070360235
437.84313725490193,42.833723472800884
442.3529411764706,43.08946008748134
446.8627450980392,43.357906202227525
451.37254901960785,43.640632472045375
455.88235294117646,43.93950739924499
460.3921568627451,44.25677836188041
464.9019607843137,44.59518218436223
469.4117647058824,44.9580992014088
473.921568627451,45.349773116099065
478.4313725490196,45.77563354376012
482.94117647058823,46.24278478615099
487.45098039215685,46.76077558068074
491.96078431372547,47.342869134390085
496.4705882352941,48.008262745233466
500.98039215686276,48.78626131896458
505.4901960784314,49.72491899757041
510,50.911496120186335
514.5098039215686,52.53170786635123
519.0196078431372,55.11397569976434
523.5294117647059,62.217986112727544
528.0392156862745,57.3048152911646
532.5490196078431,53.66624406878919
537.0588235294117,51.72744122052897
541.5686274509803,50.401010931644905
546.078431372549,49.393480390971696
550.5882352941176,48.58201771572185
555.0980392156863,47.903391759199835
559.6078431372549,47.320730546140595
564.1176470588235,46.81064277593238
568.6274509803922,46.35735502230912
573.1372549019608,45.949725801164476
577.6470588235294,45.57959289946169
582.156862745098,45.240797790640116
586.6666666666666,44.92857932704257
591.1764705882352,44.63918071623067
595.6862745098039,44.36958563719061
600.1960784313726,44.117335700955806
604.7058823529412,43.880400906299315
609.2156862745098,43.657085635686144
613.7254901960785,43.44595909812653
618.2352941176471,43.24580296462794
622.7450980392157,43.05557133679875
627.2549019607843,42.874359718882886
631.7647058823529,42.701380667402525
636.2745098039215,42.535944465318735
640.7843137254902,42.37744362515308
645.2941176470588,42.22534034594884
649.8039215686274,42.07915627263858
654.313725490196,41.93846406907412
658.8235294117648,41.802880432183414
663.3333333333334,41.67206026136877
667.843137254902,41.54569176109387
672.3529411764706,41.423492303357335
676.8627450980392,41.30520491248773
681.3725490196078,41.19059526338138
685.8823529411765,41.079449105776035
690.3921568627451,40.97157004400663
694.9019607843137,40.86677761504199
699.4117647058823,40.764905617784216
703.9215686274509,40.66580065565088
708.4313725490196,40.56932086021963
712.9411764705882,40.47533476988467
717.4509803921569,40.38372034143337
721.9607843137255,40.294364076105474
726.4705882352941,40.20716024471157
730.9803921568628,40.122010198534824
735.4901960784314,40.0388217550098
740,39.95750864865545
744.5098039215686,39.87799003911399
749.0196078431372,39.80019006938109
753.5294117647059,39.724037468080255
758.0392156862745,39.64946519075022
762.5490196078431,39.576410095596195
767.0588235294117,39.504812649741645
771.5686274509803,39.43461666255155
776.0784313725491,39.36576904317342
780.5882352941177,39.29821957959079
785.0980392156863,39.23192073689398
789.6078431372549,39.16682747285001
794.1176470588235,39.10289706895891
798.6274509803922,39.040088975332225
803.1372549019608,38.97836466828552
807.6470588235294,38.91768751915726
812.156862745098,38.85802267348484
816.6666666666666,38.79933693938098
821.1764705882352,38.741598684506414
825.6862745098039,38.68477774066915
830.1960784313726,38.6288453154324
834.7058823529412,38.573773910209724
839.2156862745098,38.51953724415226
843.7254901960785,38.46611018347956
848.2352941176471,38.41346867565902
852.7450980392157,38.361589688212945
857.2549019607843,38.31045115159999
861.7647058823529,38.26003190601023
866.2745098039215,38.2103116516473
870.7843137254902,38.16127090235716
875.2941176470588,38.11289094224156
879.8039215686274,38.06515378513625
884.313725490196,38.01804213669322
888.8235294117648,37.971539358933995
893.3333333333334,37.9256294371126
897.843137254902,37.88029694864814
902.3529411764706,37.835527034158346
