% Model,Trumpet6.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 8 2023, 17:46"
% Dimension,1
% Nodes,256
% Expressions,1
% Description,Global
% freq (Hz),|Z_in Tube|, 
455.88235294117646,29.165010150255227
460.3921568627451,28.020396184344083
464.9019607843137,26.986347986024114
469.4117647058824,25.996701966226553
473.921568627451,24.998371012072525
478.4313725490196,23.93582860223195
482.94117647058823,22.733703911395548
487.45098039215685,21.2612889763089
491.96078431372547,19.220702100295156
496.4705882352941,15.527393198306704
500.98039215686276,10.505872309339868
505.4901960784314,17.66847936589562
510,20.30318415318202
514.5098039215686,22.013204637122147
519.0196078431372,23.333530486916455
523.5294117647059,24.45702570123185
528.0392156862745,25.48106134337874
532.5490196078431,26.4687325222784
537.0588235294117,27.4725918102436
541.5686274509803,28.549761545719306
546.078431372549,29.780614758665173
550.5882352941176,31.30959138501712
555.0980392156863,33.48212355574296
559.6078431372549,37.71054406820036
564.1176470588235,39.77393701998909
568.6274509803922,34.17050266886399
573.1372549019608,31.736570666909813
577.6470588235294,30.101996883351543
582.156862745098,28.818410024222597
586.6666666666666,27.71396355507666
591.1764705882352,26.698531657473076
595.6862745098039,25.71162792654433
600.1960784313726,24.700933610099334
604.7058823529412,23.607361816027534
609.2156862745098,22.344764144173972
613.7254901960785,20.7525864924871
618.2352941176471,18.426208359373046
622.7450980392157,13.452370273258454
627.2549019607843,13.936262222815028
631.7647058823529,18.590090880495868
636.2745098039215,20.854241285180013
640.7843137254902,22.421179007892388
645.2941176470588,23.67112415792946
649.8039215686274,24.75811023435037
654.313725490196,25.76596137812188
658.8235294117648,26.752960627876593
663.3333333333334,27.77147852471669
667.843137254902,28.882948821950425
672.3529411764706,30.18015246633295
676.8627450980392,31.842570210805285
681.3725490196078,34.34922835688173
685.8823529411765,40.446535124380944
690.3921568627451,37.33541035078681
694.9019607843137,33.3317636750892
699.4117647058823,31.212139288242007
703.9215686274509,29.705542780829063
708.4313725490196,28.485999415631966
712.9411764705882,27.41459583275672
717.4509803921569,26.41296382226166
721.9607843137255,25.424635449644054
726.4705882352941,24.396889381808666
730.9803921568628,23.26551179977764
735.4901960784314,21.93006888223465
740,20.188635418603656
744.5098039215686,17.466759922546245
749.0196078431372,9.378597191081653
753.5294117647059,15.832509815688663
758.0392156862745,19.357063957772993
762.5490196078431,21.351667971978912
767.0588235294117,22.803797559204234
771.5686274509803,23.995504866894315
776.0784313725491,25.052754680434617
780.5882352941177,26.049174216391666
785.0980392156863,27.039763357056085
789.6078431372549,28.077886746729256
794.1176470588235,29.23100208911274
798.6274509803922,30.60836081024304
803.1372549019608,32.438623530014276
807.6470588235294,35.4207938872174
812.156862745098,49.145379888086396
816.6666666666666,35.77778417545635
821.1764705882352,32.621604255966126
825.6862745098039,30.735624456210566
830.1960784313726,29.332439487441388
834.7058823529412,28.165889840674716
839.2156862745098,27.121117889337437
843.7254901960785,26.128592110263366
848.2352941176471,25.13444074127106
852.7450980392157,24.0843370463401
857.2549019607843,22.90703356806624
861.7647058823529,21.483028409950403
866.2745098039215,19.5513594782329
870.7843137254902,16.24536180667515
875.2941176470588,6.9357107465791765
879.8039215686274,17.15505585142865
884.313725490196,20.016772199242908
888.8235294117648,21.80676796666323
893.3333333333334,23.165217710792344
897.843137254902,24.30848970349896
902.3529411764706,25.34182010204063
906.8627450980392,26.33118377377719
911.3725490196078,27.32962099754987
915.8823529411765,28.392719953762068
920.3921568627451,29.59607222782769
924.9019607843137,31.070993384078783
929.4117647058823,33.117394101319945
933.9215686274509,36.83216065082707
938.4313725490196,41.66964375003751
942.9411764705882,34.62561294838269
947.4509803921569,32.00213557950551
951.9607843137255,30.296106000013236
956.4705882352941,28.97765978234562
960.9803921568628,27.855108558950917
965.4901960784314,26.83147816524075
970,25.84381817712465
974.5098039215686,24.839597574227867
979.0196078431372,23.761609108218256
983.5294117647059,22.52922082492542
988.0392156862745,20.997282194082093
992.5490196078431,18.81787839838965
997.0588235294117,14.56113999892205
1001.5686274509803,12.63486260050862
1006.0784313725491,18.172215231048366
1010.5882352941177,20.5964550494584
1015.0980392156863,22.2272738716309
1019.6078431372549,23.508973112812527
1024.1176470588234,24.612388235279354
1028.627450980392,25.62729118064432
1033.1372549019607,26.6140372615231
1037.6470588235293,27.624927271774666
1042.156862745098,28.71913241174991
1046.6666666666665,29.983059537471057
1051.1764705882351,31.577991352697218
1055.6862745098038,33.911235673286086
1060.1960784313726,38.91842507255908
1064.7058823529412,38.32342190186206
1069.2156862745098,33.70894138310505
1073.7254901960785,31.452113265683224
1078.235294117647,29.888038277284238
1082.7450980392157,28.63944930260725
1087.2549019607843,27.553092461741777
1091.764705882353,26.54541860212287
1096.2745098039215,25.55823735777124
1100.7843137254902,24.539167558563474
1105.2941176470588,23.426655440790853
1109.8039215686274,22.127591055097568
1114.313725490196,20.46156128402444
1118.8235294117646,17.94589034907434
1123.3333333333333,11.796210927724356
1127.8431372549019,15.031469122046436
1132.3529411764705,19.00451703599602
1136.862745098039,21.116989181289032
1141.3725490196077,22.62046791132152
1145.8823529411764,23.838330690959936
1150.3921568627452,24.908757538366864
1154.9019607843138,25.909846100885495
1159.4117647058824,26.89796538054353
1163.921568627451,27.925833987026994
1168.4313725490197,29.057761414436875
1172.9411764705883,30.39446290794701
1177.450980392157,32.13869194501317
1181.9607843137255,34.86831832188356
1186.4705882352941,42.99525558719786
1190.9803921568628,36.449949456559246
1195.4901960784314,32.94415634655864
1200,30.95432342569621
