% Model:              Trumpet5.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jan 2 2023, 22:30
% Table:              Table 2 - 
% freq (Hz)              |Z_in Tube_Bell|
50                       31.52171014820854
54.509803921568626       33.89009348345249
59.01960784313725        39.07855568392108
63.529411764705884       38.02253909646686
68.0392156862745         33.53313872248469
72.54901960784314        31.299537061252188
77.05882352941177        29.740389410524468
81.56862745098039        28.488229980462147
86.07843137254902        27.39174355913913
90.58823529411765        26.36690848489765
95.09803921568627        25.35332957354868
99.6078431372549         24.29394785839358
104.11764705882354       23.117498684906863
108.62745098039215       21.708317880654707
113.13725490196079       19.8205129966528
117.6470588235294        16.6710535555246
122.15686274509804       2.419777791190567
126.66666666666667       16.989956938155842
131.1764705882353        19.984505513882404
135.68627450980392       21.823018786762667
140.19607843137254       23.209645574873925
144.70588235294116       24.374704381814155
149.2156862745098        25.428921461163235
153.72549019607843       26.441821171141285
158.23529411764707       27.470215953385896
162.7450980392157        28.575531453244633
167.2549019607843        29.844954284376083
171.76470588235293       31.438731797948158
176.27450980392157       33.757508271676095
180.7843137254902        38.67271474371671
185.2941176470588        38.363111420917384
189.80392156862746       33.65218020590005
194.31372549019608       31.372831502865907
198.8235294117647        29.794778846256026
203.33333333333334       28.532953574990238
207.84313725490196       27.43123486074563
212.35294117647058       26.403852051562904
216.86274509803923       25.38977069084295
221.37254901960785       24.331910444105795
225.88235294117646       23.159635354216693
230.39215686274508       21.7592244486826
234.90196078431373       19.89105905516048
239.41176470588235       16.804538778737356
243.92156862745097       -4.1188091328680185
248.4313725490196        16.873031938591264
252.94117647058823       19.926704145191575
257.45098039215685       21.78463688600715
261.9607843137255        23.180590056863267
266.47058823529414       24.35088086536821
270.98039215686276       25.408219182115708
275.4901960784314        26.422941899213864
280                      27.452204248958076
284.5098039215686        28.557505095722657
289.01960784313724       29.82582144079759
293.52941176470586       31.416577946305644
298.0392156862745        33.727120371901435
302.54901960784315       38.59791992223368
307.05882352941177       38.41745151374301
311.5686274509804        33.66526212420303
316.078431372549         31.377324566508655
320.5882352941176        29.795316912549485
325.0980392156863        28.53093674663645
329.6078431372549        27.4271208200105
334.11764705882354       26.397650909354965
338.62745098039215       25.381145252239623
343.1372549019608        24.320090531093154
347.6470588235294        23.143091510762748
352.156862745098         21.73471663582599
356.6666666666667        19.850225311011446
361.1764705882353        16.713035604350026
365.6862745098039        1.838385750296606
